2.000000000000000000e+02 2.000000000000000111e-01 1.841765329521214634e+00 1.800377157746268786e+05 1.599670001664643237e+00
2.000000000000000000e+02 5.999999999999999778e-01 1.834106425033071419e+00 1.801078394793379121e+05 1.610523145129946432e+00
2.000000000000000000e+02 1.000000000000000000e+00 1.824390799544990838e+00 1.803400735182323551e+05 1.623043627272346301e+00
2.000000000000000000e+02 1.399999999999999911e+00 1.821972177053436281e+00 1.802753707295320637e+05 1.615459036441748042e+00
2.000000000000000000e+02 1.800000000000000044e+00 1.818151135959001907e+00 1.801830062857140147e+05 1.604709231371946876e+00
2.000000000000000000e+02 2.200000000000000178e+00 1.794885246423051806e+00 1.800800075966445438e+05 1.622112146731025772e+00
2.000000000000000000e+02 2.399999999999999911e+00 1.796969735705527649e+00 1.800302362391531351e+05 1.594997656191813995e+00
2.000000000000000000e+02 2.600000000000000089e+00 1.774081774231559105e+00 1.787750549528402917e+05 1.606675195150629287e+00
2.000000000000000000e+02 2.799999999999999822e+00 1.748682872247645070e+00 1.799505004776178976e+05 1.608344938998716112e+00
2.000000000000000000e+02 3.000000000000000000e+00 1.703870708588000715e+00 1.792304787356260058e+05 1.615013307140800602e+00
2.000000000000000000e+02 3.200000000000000178e+00 1.655693437187143235e+00 1.801320042988764180e+05 1.577450827421536861e+00
2.000000000000000000e+02 3.399999999999999911e+00 1.523850635367284712e+00 1.805411411959835677e+05 1.590162747874815041e+00
2.000000000000000000e+02 3.600000000000000089e+00 1.325371332502735644e+00 1.809449896401432925e+05 1.586946433051620087e+00
2.000000000000000000e+02 3.799999999999999822e+00 1.072887592846222260e+00 1.777074415400050348e+05 1.592363908775056291e+00
