7.000000000000000000e+00 4.500000000000000000e+01 2.800000000000000000e+01 2.141656788702178904e+00 7.077748314404249008e+00 2.123153233326346672e+05 1.628504103035101513e+00 1.962225705329154835e+01 4.360501567398121781e-01 4.423595892330327572e+00
7.000000000000000000e+00 4.500000000000000000e+01 2.900000000000000000e+01 2.297363978697107179e+00 6.650220059055220290e+00 2.337782301889738301e+05 1.632362192251379795e+00 2.035579937304075315e+01 4.523510971786833812e-01 4.112450982843961711e+00
7.000000000000000000e+00 4.500000000000000000e+01 3.000000000000000000e+01 2.458534578867297427e+00 6.207649904034955313e+00 2.583746465602070966e+05 1.636988491929236123e+00 2.108934169278997217e+01 4.686520376175549174e-01 3.790352921499074768e+00
7.000000000000000000e+00 4.500000000000000000e+01 3.100000000000000000e+01 2.638501961483623592e+00 5.711046549944357231e+00 2.949949940993154887e+05 1.634119819712772648e+00 2.182288401253919119e+01 4.849529780564264536e-01 3.430623598776708860e+00
7.000000000000000000e+00 4.500000000000000000e+01 3.200000000000000000e+01 2.810599384556951907e+00 5.238599849145866294e+00 3.297689303784216172e+05 1.640805603217607267e+00 2.255642633228841021e+01 5.012539184952979898e-01 3.086630509209547402e+00
7.000000000000000000e+00 4.500000000000000000e+01 3.300000000000000000e+01 2.988160217886576930e+00 4.751069590475836435e+00 3.716336818162396667e+05 1.648925174379218817e+00 2.365673981191223163e+01 5.257053291536051276e-01 2.731692503617791257e+00
7.000000000000000000e+00 4.500000000000000000e+01 3.400000000000000000e+01 3.171184461472496885e+00 4.248553016600134846e+00 4.232669920444546151e+05 1.658981594323946540e+00 2.439028213166145065e+01 5.420062695924766638e-01 2.365811680102477332e+00
7.000000000000000000e+00 4.500000000000000000e+01 3.500000000000000000e+01 3.359672115314711771e+00 3.731011702310616407e+00 4.889706432995339856e+05 1.671790801172926999e+00 2.556818181818182723e+01 5.681818181818183433e-01 1.988990777577948510e+00
7.000000000000000000e+00 4.500000000000000000e+01 3.600000000000000000e+01 3.495265804852761171e+00 3.360474100647782070e+00 4.983430190160005004e+05 1.726885013225078369e+00 2.556818181818182723e+01 5.681818181818183433e-01 1.717976501955405855e+00
7.000000000000000000e+00 4.500000000000000000e+01 4.100000000000000000e+01 4.146656606708694071e+00 1.571380455545128951e+00 4.817022825554047595e+05 2.220556658680796325e+00 2.348746081504701522e+01 5.219435736677114912e-01 4.158562951079050052e-01
7.000000000000000000e+00 4.500000000000000000e+01 4.200000000000000000e+01 4.207608844052797004e+00 1.404046930440743024e+00 3.836966355894133449e+05 2.353781106528359590e+00 2.137147335423196637e+01 4.749216300940437008e-01 2.940693156585187928e-01
7.000000000000000000e+00 4.500000000000000000e+01 4.300000000000000000e+01 4.202127510275041722e+00 1.419282630424878233e+00 2.584054679251903144e+05 2.358922622246160117e+00 1.902272727272728048e+01 4.227272727272728958e-01 3.051580640305766590e-01
7.000000000000000000e+00 4.500000000000000000e+01 4.400000000000000000e+01 4.236000028598975398e+00 1.392274916098055870e+00 2.015337679337890004e+05 2.365051515827820694e+00 1.779545454545454675e+01 3.954545454545455030e-01 2.855015812196566305e-01
7.000000000000000000e+00 4.500000000000000000e+01 4.500000000000000000e+01 4.326237921249263430e+00 1.383951363849494465e+00 1.797154808540401573e+05 2.417905103178502824e+00 1.678683385579936527e+01 3.730407523510970158e-01 2.794436672830156176e-01
7.000000000000000000e+00 4.500000000000000000e+01 4.600000000000000000e+01 4.347977261355256751e+00 1.531775167188877296e+00 1.438069650674262957e+05 2.360091034139805366e+00 1.599686520376175025e+01 3.554858934169277673e-01 3.870313192781078548e-01
7.000000000000000000e+00 4.500000000000000000e+01 4.700000000000000000e+01 4.347977261355256751e+00 1.719920106000505378e+00 1.158982856960889767e+05 2.278316880818285206e+00 1.481191222570532240e+01 3.291536050156738114e-01 5.239650995234339526e-01
7.000000000000000000e+00 4.500000000000000000e+01 4.800000000000000000e+01 4.347977261355256751e+00 1.904733266796390545e+00 9.685466395380873291e+04 2.202654843053974965e+00 1.412068965517241281e+01 3.137931034482758230e-01 6.584742018085600890e-01
7.000000000000000000e+00 4.500000000000000000e+01 4.900000000000000000e+01 4.347977261355256751e+00 2.085960738009582371e+00 8.348819979632149625e+04 2.165124003808091224e+00 1.338714733542320801e+01 2.974921630094046199e-01 7.903734243003381899e-01
7.000000000000000000e+00 4.500000000000000000e+01 5.000000000000000000e+01 4.347977261355256751e+00 2.263487309958215565e+00 7.349653390361092170e+04 2.135850406703268423e+00 1.303448275862068328e+01 2.896551724137929607e-01 9.195793832959827663e-01
7.000000000000000000e+00 4.500000000000000000e+01 5.100000000000000000e+01 4.347977261355256751e+00 2.437138299950812659e+00 6.582028024098057358e+04 2.118281209053543002e+00 1.269592476489027888e+01 2.821316614420061875e-01 1.045964404362328182e+00
7.000000000000000000e+00 4.500000000000000000e+01 5.200000000000000000e+01 4.347977261355256751e+00 2.606848492732766864e+00 5.973352120140631450e+04 2.104926110168038988e+00 1.235736677115987447e+01 2.746081504702194143e-01 1.169481271676676482e+00
7.000000000000000000e+00 4.500000000000000000e+01 5.300000000000000000e+01 4.347977261355256751e+00 2.772587079690286060e+00 5.479876031195582618e+04 2.094243285293813095e+00 1.194827586206896797e+01 2.655172413793103758e-01 1.290107935617788026e+00
7.000000000000000000e+00 4.500000000000000000e+01 5.400000000000000000e+01 4.347977261355256751e+00 2.934264093533527795e+00 5.073149419222596771e+04 2.085826771213029840e+00 1.163793103448276156e+01 2.586206896551724865e-01 1.407778204659011934e+00
7.000000000000000000e+00 4.500000000000000000e+01 5.500000000000000000e+01 4.347977261355256751e+00 3.092168289919730029e+00 4.732570137971892109e+04 2.078798001808272566e+00 1.132758620689655515e+01 2.517241379310345417e-01 1.522702576589322288e+00
