4.806666666666667420e-01 1.873911967075555518e+00 2.697424088178864560e-02
9.613333333333334840e-01 1.816695835235555556e+00 2.262422950495767901e-02
1.441999999999999948e+00 1.771525204835555423e+00 2.368383798170959828e-02
1.922666666666666968e+00 1.686370201599999952e+00 3.482384401050122452e-02
2.403333333333333321e+00 1.400337342008888708e+00 1.486560151600000226e-02
2.883999999999999897e+00 1.044679572110222221e+00 2.828885242687724857e-02
3.124333333333333851e+00 8.520050846321777227e-01 1.580690351674924471e-02
3.364666666666666472e+00 7.889059893728394002e-01 2.019016688294235709e-02
3.604999999999999982e+00 6.904079908693332435e-01 2.346448108841348718e-02
3.845333333333333936e+00 4.526565602247110687e-01 4.364847184446177773e-03
4.085666666666666558e+00 2.724826264632888573e-01 3.084847238201457627e-03
