7.000000000000000000e+00 5.500000000000000000e+01 3.800000000000000000e+01 2.021380140244048551e+00 7.407712176608834298e+00 1.691494860615557991e+05 1.902308043883700339e+00 1.773275862068965480e+01 3.224137931034482540e-01
7.000000000000000000e+00 5.500000000000000000e+01 3.900000000000000000e+01 2.099785682578804380e+00 7.192352849401368431e+00 1.664883155579946761e+05 1.918162266421515438e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 4.000000000000000000e+01 2.198873848712482815e+00 6.920138499213737582e+00 1.684645685337134637e+05 1.928997811240021232e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 4.100000000000000000e+01 2.285435712961600530e+00 6.682347835592441498e+00 1.668325626972559839e+05 1.942578089046463674e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 4.200000000000000000e+01 2.420574201846649842e+00 6.311041381850839294e+00 1.762561447290707147e+05 1.946639419938413385e+00 1.773275862068965480e+01 3.224137931034482540e-01
7.000000000000000000e+00 5.500000000000000000e+01 4.300000000000000000e+01 2.494558614983894529e+00 6.107809697022286599e+00 1.704053111997028464e+05 1.962723272363942950e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 4.400000000000000000e+01 2.593351024739752653e+00 5.836390679890437916e+00 1.700312450329850253e+05 1.973856537079204942e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 4.500000000000000000e+01 2.704391902627540922e+00 5.531305176924393052e+00 1.718506646872511483e+05 1.983072495915674915e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 4.600000000000000000e+01 2.816235733972009658e+00 5.224010206055141659e+00 1.732829997956817970e+05 1.992235980426124042e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 4.700000000000000000e+01 2.928584298319046209e+00 4.915325537652969423e+00 1.742807738987204502e+05 2.001341285709735018e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 4.800000000000000000e+01 3.036256750879915423e+00 4.619489524958964921e+00 1.737943367928511580e+05 2.010947963125146565e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 4.900000000000000000e+01 3.152492993942788591e+00 4.300115843495119883e+00 1.745987478186820808e+05 2.019451235196632943e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 5.000000000000000000e+01 3.281738914200568402e+00 3.944986994426762816e+00 1.775129634072445915e+05 2.026529992881137776e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 5.100000000000000000e+01 3.398883593055390229e+00 3.623113058486235438e+00 1.774862481513719249e+05 2.034852925020700809e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 5.200000000000000000e+01 3.518354732684703112e+00 3.294843802297119595e+00 1.774692080312875041e+05 2.042822602380154340e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 5.300000000000000000e+01 3.644325329735729202e+00 2.948711416883242009e+00 1.782424749826005136e+05 2.050097391172317263e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 5.400000000000000000e+01 3.790676000544217938e+00 2.546570478528835668e+00 1.823676745304902433e+05 2.055501387832338711e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 5.500000000000000000e+01 3.921349524951749377e+00 2.262503174132156403e+00 1.830340209237443341e+05 2.062284788089300935e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 5.600000000000000000e+01 4.054289666902296752e+00 2.088940154348664535e+00 1.836652569420651416e+05 2.068803626846767330e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 5.700000000000000000e+01 4.190891092782353944e+00 1.950391036311826642e+00 1.845126751995921950e+05 2.074949281228490872e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 5.800000000000000000e+01 4.322141148314916137e+00 1.850826925876520646e+00 1.839826805100479687e+05 2.081470824721614044e+00 1.754310344827586121e+01 3.189655172413792816e-01
7.000000000000000000e+00 5.500000000000000000e+01 5.900000000000000000e+01 4.334059833408640650e+00 1.979261756237867154e+00 1.645985388671164692e+05 2.093167934096177074e+00 1.697413793103448398e+01 3.086206896551724199e-01
7.000000000000000000e+00 5.500000000000000000e+01 6.000000000000000000e+01 4.236811007416039665e+00 2.296017942711114923e+00 1.368952178404320730e+05 2.095663951036394579e+00 1.602586206896551957e+01 2.913793103448276134e-01
7.000000000000000000e+00 5.500000000000000000e+01 6.100000000000000000e+01 4.285790665156122614e+00 2.352533493860719194e+00 1.290689788608635135e+05 2.096766163970245955e+00 1.564655172413793238e+01 2.844827586206896686e-01
7.000000000000000000e+00 5.500000000000000000e+01 6.200000000000000000e+01 4.294944042314657651e+00 2.477988360639880039e+00 1.190652204676698893e+05 2.094676597804137064e+00 1.526724137931034520e+01 2.775862068965517238e-01
7.000000000000000000e+00 5.500000000000000000e+01 6.300000000000000000e+01 4.302818060658046839e+00 2.603489993846548334e+00 1.105374498248261953e+05 2.091435342381857243e+00 1.488793103448275801e+01 2.706896551724137789e-01
7.000000000000000000e+00 5.500000000000000000e+01 6.400000000000000000e+01 4.167226626695764935e+00 2.966373655790940145e+00 9.573434056363800482e+04 2.079949756853327614e+00 1.431896551724137723e+01 2.603448275862068617e-01
7.000000000000000000e+00 5.500000000000000000e+01 6.500000000000000000e+01 4.294944042314657651e+00 2.886525997231280893e+00 9.588606918289033638e+04 2.082431147341855748e+00 1.431896551724137723e+01 2.603448275862068617e-01
7.000000000000000000e+00 5.500000000000000000e+01 6.600000000000000000e+01 4.246160330503537139e+00 3.095507321187640049e+00 8.826609877403828432e+04 2.075754639394382650e+00 1.393965517241379715e+01 2.534482758620690279e-01
7.000000000000000000e+00 5.500000000000000000e+01 6.700000000000000000e+01 4.167226626695764935e+00 3.351049199050620597e+00 8.088242556928013801e+04 2.068374136879997049e+00 1.356034482758620996e+01 2.465517241379310831e-01
7.000000000000000000e+00 5.500000000000000000e+01 6.800000000000000000e+01 4.167226626695764935e+00 3.474715189338943411e+00 7.709978710442113515e+04 2.064944446191348870e+00 1.337068965517241637e+01 2.431034482758621107e-01
7.000000000000000000e+00 5.500000000000000000e+01 6.900000000000000000e+01 4.167226626695764935e+00 3.596065143046092150e+00 7.374517881176204537e+04 2.061757892125040570e+00 1.318103448275862277e+01 2.396551724137931383e-01
7.000000000000000000e+00 5.500000000000000000e+01 7.000000000000000000e+01 4.167226626695764935e+00 3.715089917246241047e+00 7.075270902697635756e+04 2.058807392507231881e+00 1.299137931034482918e+01 2.362068965517241659e-01
7.000000000000000000e+00 5.500000000000000000e+01 7.100000000000000000e+01 4.167226626695764935e+00 3.831787547222660795e+00 6.806901829373961664e+04 2.056079675394792527e+00 1.280172413793103559e+01 2.327586206896551935e-01
7.000000000000000000e+00 5.500000000000000000e+01 7.200000000000000000e+01 4.246160330503537139e+00 3.830243675972487605e+00 6.730354524751193821e+04 2.055876576142249945e+00 1.280172413793103559e+01 2.327586206896551935e-01
7.000000000000000000e+00 5.500000000000000000e+01 7.300000000000000000e+01 4.039509211076870443e+00 4.248543397020534407e+00 6.113491435541884130e+04 2.047965098781207249e+00 1.242241379310344840e+01 2.258620689655172487e-01
7.000000000000000000e+00 5.600000000000000000e+01 3.800000000000000000e+01 1.944498667235675438e+00 7.618773432366876541e+00 1.736411299320432590e+05 1.897902720655498587e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 3.900000000000000000e+01 2.050294688312229940e+00 7.328122703224885015e+00 1.791295547789076809e+05 1.905847822321189877e+00 1.805517241379310889e+01 3.224137931034483651e-01
7.000000000000000000e+00 5.600000000000000000e+01 4.000000000000000000e+01 2.132081499778434530e+00 7.103458771544652883e+00 1.774462306409503799e+05 1.920295934099258028e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 4.100000000000000000e+01 2.219695311783289604e+00 6.862773051351641840e+00 1.768008857689542056e+05 1.933171642367907284e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 4.200000000000000000e+01 2.308457296961478278e+00 6.618926442409892807e+00 1.759400070276256010e+05 1.945653123369753157e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 4.300000000000000000e+01 2.443136995009888679e+00 6.248875023881359070e+00 1.859966371867077542e+05 1.949419400091730425e+00 1.805517241379310889e+01 3.224137931034483651e-01
7.000000000000000000e+00 5.600000000000000000e+01 4.400000000000000000e+01 2.515537228385606117e+00 6.049989117388718363e+00 1.797835828383551852e+05 1.965151841129360921e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 4.500000000000000000e+01 2.614574693417560436e+00 5.777890140674536212e+00 1.797629730668962584e+05 1.975748421688647616e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 4.600000000000000000e+01 2.722785617377079692e+00 5.480576644531988784e+00 1.813446394232207094e+05 1.984931524562096872e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 4.700000000000000000e+01 2.833227862073132375e+00 5.177128420998575287e+00 1.828731654540930467e+05 1.993842939588912566e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 4.800000000000000000e+01 2.944058652658852360e+00 4.872610132505515779e+00 1.839376172487879812e+05 2.002711984755445762e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 4.900000000000000000e+01 3.050071031244829811e+00 4.581331746455997944e+00 1.834278252587081224e+05 2.012095062732990325e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 5.000000000000000000e+01 3.178985990810983431e+00 4.227110355173985035e+00 1.873800234183144930e+05 2.018800610813499485e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 5.100000000000000000e+01 3.292104548263362407e+00 3.916299012702520788e+00 1.873700232551181980e+05 2.027287546176674393e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 5.200000000000000000e+01 3.407340416698848351e+00 3.599667173230280959e+00 1.873430522174089856e+05 2.035433397894590879e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 5.300000000000000000e+01 3.524820429429257551e+00 3.276866465089228520e+00 1.873258810653006076e+05 2.043239636330292264e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 5.400000000000000000e+01 3.648724859586697011e+00 2.936409118073299851e+00 1.881432345002352959e+05 2.050364064776468265e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 5.500000000000000000e+01 3.792934884447574984e+00 2.540148311768336775e+00 1.924991030765842297e+05 2.055629691151594329e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 5.600000000000000000e+01 3.921349577712638368e+00 2.262374198156642535e+00 1.932005396974776522e+05 2.062284471530306362e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 5.700000000000000000e+01 4.051943451358154036e+00 2.090636955148181375e+00 1.938644265217566281e+05 2.068685036580235170e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 5.800000000000000000e+01 4.186109478218504876e+00 1.953839004932484746e+00 1.947559320690314344e+05 2.074722112051486267e+00 1.786206896551724554e+01 3.189655172413793927e-01
7.000000000000000000e+00 5.600000000000000000e+01 5.900000000000000000e+01 4.314852444756517080e+00 1.855487873997322401e+00 1.941944353125134658e+05 2.081144324123544997e+00 1.786206896551724554e+01 3.189655172413793927e-01
