0.3	-4	0.0217032	
0.3	-3	0.0341565	
0.3	-2	0.0485275	
0.3	-1.5	0.056409	
0.3	-1	0.0640904	
0.3	-0.5	0.0727111	
0.3	0	0.083792	

0.35	-4	0.0214308	
0.35	-3	0.0335085	
0.35	-2	0.0474336	
0.35	-1.5	0.0548856	
0.35	-1	0.0625318	
0.35	-0.5	0.0707622	
0.35	0	0.0816998	

0.4	-4	0.0211735	
0.4	-3	0.0329424	
0.4	-2	0.0464497	
0.4	-1.5	0.0535325	
0.4	-1	0.0612222	
0.4	-0.5	0.0692885	
0.4	0	0.0800033	

0.5	-4	0.0206386	
0.5	-3	0.0318388	
0.5	-2	0.04464	
0.5	-1.5	0.051509	
0.5	-1	0.0586277	
0.5	-0.5	0.0669942	
0.5	0	0.0777733	

0.6	-4	0.0202479	
0.6	-3	0.0309316	
0.6	-2	0.0431874	
0.6	-1.5	0.0497132	
0.6	-1	0.0568296	
0.6	-0.5	0.0651644	
0.6	0	0.0761928	

0.7	-4	0.0199225	
0.7	-3	0.030199	
0.7	-2	0.0420394	
0.7	-1.5	0.0485388	
0.7	-1	0.0555703	
0.7	-0.5	0.06415	
0.7	0	0.0752008	

0.8	-4	0.0196508	
0.8	-3	0.0295758	
0.8	-2	0.0411892	
0.8	-1.5	0.0475858	
0.8	-1	0.054859	
0.8	-0.5	0.0636561	
0.8	0	0.075052	

0.9	-4	0.0194398	
0.9	-3	0.0291253	
0.9	-2	0.0404989	
0.9	-1.5	0.0470051	
0.9	-1	0.0545011	
0.9	-0.5	0.0635627	
0.9	0	0.0755042	

1	-4	0.0193283	
1	-3	0.0287747	
1	-2	0.0401422	
1	-1.5	0.046817	
1	-1	0.0548765	
1	-0.5	0.064111	
1	0	0.0764181	

1.2	-4	0.0193181	
1.2	-3	0.028572	
1.2	-2	0.0401496	
1.2	-1.5	0.047328	
1.2	-1	0.0559427	
1.2	-0.5	0.0664467	
1.2	0	0.0797531	

1.4	-4	0.0196353	
1.4	-3	0.0288856	
1.4	-2	0.0411388	
1.4	-1.5	0.0488576	
1.4	-1	0.058082	
1.4	-0.5	0.0694897	
1.4	0	0.083503	

1.6	-4	0.0203056	
1.6	-3	0.0299266	
1.6	-2	0.0429315	
1.6	-1.5	0.0512583	
1.6	-1	0.0612063	
1.6	-0.5	0.0732886	
1.6	0	0.0880311	

1.8	-4	0.021431	
1.8	-3	0.0315659	
1.8	-2	0.0455007	
1.8	-1.5	0.0543514	
1.8	-1	0.0649953	
1.8	-0.5	0.0776887	
1.8	0	0.0930114	

2	-4	0.0229653	
2	-3	0.0337468	
2	-2	0.0485699	
2	-1.5	0.0580524	
2	-1	0.0692859	
2	-0.5	0.0824977	
2	0	0.098247	

2.2	-4	0.0248828	
2.2	-3	0.036348	
2.2	-2	0.0520914	
2.2	-1.5	0.0620969	
2.2	-1	0.0738025	
2.2	-0.5	0.0874727	
2.2	0	0.103513	

2.4	-4	0.0271424	
2.4	-3	0.0393389	
2.4	-2	0.0559853	
2.4	-1.5	0.0664079	
2.4	-1	0.0785464	
2.4	-0.5	0.0926266	
2.4	0	0.108855	

2.6	-4	0.0297114	
2.6	-3	0.0426368	
2.6	-2	0.0600701	
2.6	-1.5	0.0708864	
2.6	-1	0.0833731	
2.6	-0.5	0.0976533	
2.6	0	0.114038	

2.8	-4	0.0325401	
2.8	-3	0.0461571	
2.8	-2	0.0642968	
2.8	-1.5	0.0754582	
2.8	-1	0.088197	
2.8	-0.5	0.102661	
2.8	0	0.119099	

3	-4	0.0355685	
3	-3	0.0498182	
3	-2	0.0685921	
3	-1.5	0.0800049	
3	-1	0.0929712	
3	-0.5	0.107557	
3	0	0.123907	

3.2	-4	0.0387639	
3.2	-3	0.0536149	
3.2	-2	0.0729284	
3.2	-1.5	0.084549	
3.2	-1	0.0976018	
3.2	-0.5	0.112251	
3.2	0	0.128603	

3.4	-4	0.0420636	
3.4	-3	0.0574674	
3.4	-2	0.077244	
3.4	-1.5	0.0889817	
3.4	-1	0.102157	
3.4	-0.5	0.116816	
3.4	0	0.133053	

3.6	-4	0.0454888	
3.6	-3	0.0613683	
3.6	-2	0.0814719	
3.6	-1.5	0.0933465	
3.6	-1	0.10657	
3.6	-0.5	0.121139	
3.6	0	0.137272	

3.8	-4	0.0489351	
3.8	-3	0.0652249	
3.8	-2	0.0856149	
3.8	-1.5	0.0975607	
3.8	-1	0.110796	
3.8	-0.5	0.125312	
3.8	0	0.141235	

4	-4	0.0524221	
4	-3	0.0690676	
4	-2	0.0897145	
4	-1.5	0.101679	
4	-1	0.1149	
4	-0.5	0.129312	
4	0	0.145081	

